score	ordklasse	lemma	definition	genprox	kollokation	hyper	ddo_bet	ddo_dannetsemid	ddo_entryid	dn_id
2	vb.	afsætte	efterlade et spor (i bevidstheden)	efterlade			2.b	21001215	11000799	
5	vb.	afsætte	fjerne fra en politisk magtposition el. fra et betydningsfuldt embede	fjerne	særlige kendetegn	{fjerne_1}	3	21001212	11000799	27662
3	vb.	afsætte	sælge varer el. tjenesteydelser	sælge		{sælge_1}	4	21001213	11000799	43703
3	vb.	afsætte	overdrage til nogen, få nogen til at overtage noget	overdrage		{overdrage_1}	4.a	21001216	11000799	63785
10	sb.	aftale	ordning som to el. flere parter er blevet enige om, noget som to el. flere parter gensidigt lover hinanden	ordning	"sød pige;sød fyr;sød dame;sød lille pige dreng;vældig enormt utrolig sød;smile sødt"	"{afgørelse_1; beslutning_1}"	1	21001234	11000809	24587
9	sb.	aftale	politisk el. økonomisk ordning som er godkendt af flere parter	ordning	"den søde juletid;søde drømme;den søde hævn;sin søde søvn;søde minder;det søde liv;sove sødt"	{aftale,1_1}	1.a	21001235	11000809	25244
5	sb.	aftale	arrangement om at mødes	arrangement	"søde ord;vældig enormt utrolig sød;sød og rar"	{aftale,1_1}	1.b	21001236	11000809	24466
3	vb.	aftale	blive enige om, gensidigt love hinanden	love	"sød duft lugt;den søde smag"	{kommunikere_1}	1	21001237	11000810	49216
1	vb.	aftale	fastsætte (efter forhandling) en politisk el. økonomisk ordning mellem flere parter	fastsætte	sødt smil	{fastsætte_1}	1.a	21001238	11000810	45729
23	sb.	aften	den del af døgnet der varer fra kl. ca. 18 til kl. ca. 24	del		"{tidsperiode_1; tidspunkt_1_1}"	1	21001257	11000821	1537
5	sb.	aften	den del af døgnet som danner overgang mellem dag og nat idet dagslyset gradvis forsvinder	del		"{tidsperiode_1; tidspunkt_1_1}"	2	21001258	11000821	66636
3	sb.	aften	den sidste del af livet	del	"og så videre;og så fremdeles;om jeg så må sige;så at sige"		2.a	21001259	11000821	
17	vb.	afvise	nægte at anerkende el. godkende	nægte	"i så fald;i så tilfælde;i så henseende"	{nægte_1}	1	21001373	11000892	30885
8	vb.	afvise	sige at noget ikke er rigtigt	sige	"i sådan en situation;sådan noget;sådan nogle ting;sådan en som mig ham hende"	{sige_1}	1.a	21001375	11000892	29570
3	vb.	afvise	nægte at give adgang	nægte	"i en sådan situation;på en sådan måde;i sådanne tilfælde"	{nægte_1}	2	21001374	11000892	30886
9	vb.	afvise	ikke være modtagelig for en persons venlige henvendelser el. tilnærmelser	være	"sådan er livet;sådan er det;ikke sådan at forstå"		2.a	21001376	11000892	
2	vb.	afvise	hindre i at trænge ind, spærre for	hindre	sådan cirka	{hindre_1}	2.b	21001377	11000892	63756
4	sb.	afvisning	det at nægte at anerkende el. godkende noget	nægte		{handling_1}	1	21001380	11000895	69793
0	sb.	afvisning	det at benægte et udsagn	benægte			1.a	21001382	11000895	
2	sb.	afvisning	det at nægte en person adgang	nægte			2	21001381	11000895	
1	sb.	afvisning	det at afvise en persons venlige henvendelser el. tilnærmelser	afvise			2.a	21001383	11000895	
4	sb.	agent	person som arbejder for en efterretningstjeneste el. anden offentlig myndighed med at skaffe (hemmelige) militære el. politiske oplysninger	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1	21001408	11000913	2450
3	sb.	agent	person med egen virksomhed som sælger varer el. optager ordrer for en anden virksomhed i denne virksomheds navn	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	2	21001409	11000913	2454
2	sb.	agent	person der er ansat til (permanent el. lejlighedsvis) at sælge varer og ydelser, skaffe ordrer, formidle kontakter m.m.	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	2.a	21001411	11000913	2456
1	sb.	agent	person som er kontakt til en illegal organisation	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	2.b	21001412	11000913	2458
3	sb.	agent	hovedperson, person som foretager sig noget	hovedperson			4	21001410	11000913	
1	sb.	agent	stof el. produkt der udøver en virkning på el. reagerer med noget	stof	så snart som muligt	{stof_1}	4.a	21001413	11000913	10101
3	adj.	aggressiv	som i ord el. handling giver åbent udtryk for en fjendtlig el. kampberedt indstilling	holdning	snart et år	"{karakteregenskab_1; karaktertræk_1; personlighedstræk_1}"	1	21001441	11000934	46770
3	adj.	aggressiv	som er udtryk for en fjendtlig el. kampberedt indstilling hos nogen	holdning	"stadig stigende;i stadig højere stigende grad"		1.a	21001442	11000934	
2	sb.	agt	det at agte at gøre noget	agte		{vilje_1_1}	1	21001469	11000961	72787
1	sb.	agt	agtelse, anseelse	agtelse	"så absolut;så sandelig;så afgjort"	{respekt_1}	2	21001470	11000961	50033
0	sb.	agterparti	bageste del af et skib	del	"kom så;gå så"	{del_1}	1	21001491	11000973	67620
1	sb.	agterparti	menneskes bagdel	bagdel			1.a	21001492	11000973	3916
3	sb.	akademi	højere læreanstalt hvor der undervises i bestemte videnskabelige el. kunstneriske discipliner	læreanstalt		{læreanstalt_2: højere læreanstalt}	1	21001542	11001018	17164
3	sb.	akademi	højere læreanstalt som uddanner bildende kunstnere	læreanstalt		{læreanstalt_2: højere læreanstalt}	1.a	21001544	11001018	17165
1	sb.	akademi	institution el. sammenslutning der består af videnskabsfolk, kunstnere el. forfattere (og som har et nøje bestemt formål med sit virke)	institution		"{organisation_1}|{gruppe_1; samling_3}"	2	21001543	11001018	"17051;25862"
5	adj.	akademisk	vedr. undervisning, uddannelse og forskning ved højere læreanstalter	undervisning		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21001547	11001021	78381
3	adj.	akademisk	uden praktisk betydning el. forbindelse til virkeligheden, kun af teoretisk interesse	teoretisk			1.a	21001548	11001021	
3	adj.	akavet	"klodset; kejtet; ubehjælpsom"	klodset		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21001553	11001026	78367
2	adj.	akavet	som forekommer upraktisk, forkert el. bagvendt og evt. fremkalder forlegenhed	forekomme			1.a	21001554	11001026	
1	sb.	akkord	aftale mellem arbejdsgiver og ansat om at lønnen beregnes ud fra mængden af udført arbejde, ikke ud fra arbejdstid	aftale		{aftale,1_1}	1	21001570	11001040	24537
3	sb.	akkord	ansættelsesform der bygger på en sådan aftale	ansættelsesform			1.a	21001573	11001040	
1	sb.	akkord	bestemt mængde arbejde som en arbejdsgiver har ret til at få udført if. en akkord	arbejde			1.b	21001574	11001040	
1	sb.	akkord	bestemt beløb som en ansat har ret til at få udbetalt if. en akkord	beløb			1.c	21001575	11001040	8424
1	sb.	akkord	aftale mellem en debitor og kreditorerne hvor de sidstnævnte giver afkald på en del af deres tilgodehavende	aftale		{aftale,1_1}	2	21001571	11001040	24538
1	sb.	akkord	(harmonisk) samklang af normalt mindst tre toner	samklang		{samklang_1}	3	21001572	11001040	69785
5	sb.	akse	(tænkt) ret linje omkring hvilken noget drejer sig	linje		{linje_1}	1	21001610	11001069	39431
1	sb.	akse	det centrale i noget til hvilket øvrige begivenheder el. handlinger relaterer sig	central			1.a	21001612	11001069	
2	sb.	akse	(tænkt) linje i et plan el. et rum om hvilken noget grupperer sig, ofte symmetrisk	linje		{linje_1}	2	21001611	11001069	39432
1	sb.	akse	hver af de to rette linjer der skærer hinanden vinkelret i et koordinatsystems nulpunkt	linje		{linje_1}	2.a	21001613	11001069	23456
0	sb.	akse	politisk alliance mellem flere stater	alliance			2.b	21001614	11001069	
0	sb.	akse	en plantes centrale stilk, stængel el. stamme som øvrige plantedele vokser ud fra	stilk		{stængel_1}	2.c	21001615	11001069	28448
5	sb.	akt	afrundet, større del af et skuespil, en opera, en ballet e.l.	del		{afsnit_5}	1	21001625	11001077	41040
1	sb.	akt	del af et hændelsesforløb	del			1.a	21001628	11001077	
3	sb.	akt	(officielt) dokument, aktstykke	dokument		"{dokument_1; papir_3}"	2	21001626	11001077	10991
2	sb.	akt	(højtidelig) handling, ceremoni	handling		{handling_1}	3	21001627	11001077	25368
2	sb.	akt	samleje	samleje	"betragte som en selvfølge;opfatte som en trussel;komme som et chok;hvid som sne;stå som sild i en tønde;græde som pisket;stå som lammet;som sendt fra himlen"	"{samleje_1; hyp,2_1; knald,1_2; rap,2_2}"	3.a	21001629	11001077	42395
0	sb.	akt	nøgenmodel i forb. med fotografering el. anden (kunstnerisk) fremstilling	nøgenmodel	"som sædvanlig;som regel;som bekendt;som omtalt;løn som forskyldt;som planlagt;som sagt så gjort"		4	28114752	11001077	
14	adj.	aktiv	som handler energisk, som er en virksom deltager i noget	handle	"arbejde som lærer;optræde som solist;rollen som mor;som følge heraf;fungere som konsulent"	"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21001666	11001106	71311
2	adj.	aktiv	som til stadighed el. jævnligt er beskæftiget med at udføre en bestemt slags handlinger	beskæftige	"så hurtigt som muligt;stærk som en bjørn;uden så meget som at blinke"		1.a	21001668	11001106	
13	adj.	aktiv	som vidner om el. er præget af energisk virksomhed el. deltagelse	vidne	"store som små;nu som før"		1.b	21001669	11001106	71489
5	adj.	aktiv	som effektivt kan påvirke noget, el. som (stadig) er virksom	påvirke	som du vil		1.c	21001670	11001106	
1	adj.	aktiv	vedr. den form af verbet der optræder i sætninger hvor subjektet er den handlende	form		{form_2}	2	21001667	11001106	28580
7	sb.	aktivitet	bestemt slags handlinger el. virksomhed som nogen tager initiativ til og iværksætter	handling		{handling_1}	1	21001686	11001114	14789
3	sb.	aktivitet	bestemt slags handlinger el. virksomhed som man kan deltage i	handling		{aktivitet_1}	2	21001687	11001114	17021
11	sb.	aktivitet	det at nogen er (travlt) beskæftiget med noget	beskæftige		{handling_1}	3	21001688	11001114	72582
1	sb.	aktivitet	det at noget er i funktion	funktion		{DN:2ndOrder}	4	21001689	11001114	58653
10	adj.	akut	pludseligt opstået og med behov for hurtige og effektive modforholdsregler	pludselig		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21001718	11001135	78380
3	adj.	akut	som er pludseligt opstået, som forløber hurtigt og heftigt	pludselig			1.a	21001719	11001135	
1	adj.	akut	"med det samme, øjeblikkeligt; pludseligt; hurtigt"	øjeblikkelig			1.b	21001720	11001135	
2	sb.	akvarium	gennemsigtig vandbeholder hvori der holdes levende fisk og andre vanddyr, vandplanter m.m.	vandbeholder		{vandbeholder_1}	1	21001733	11001146	39676
3	sb.	akvarium	bygning med en samling af sådanne akvarier, især en der er åben for publikum	bygning		{bygning_1}	1.a	21001734	11001146	4688
21	pron.	al	bruges for at henvise til en hel mængde, det fulde omfang el. samtlige elementer i en større helhed	mængde			1	21001744	11001153	
17	pron.	al	bruges for at angive en meget høj grad af noget	grad			1.a	21001745	11001153	
2	pron.	al	det eneste	eneste			1.b	21001746	11001153	
1	sb.	alarm	advarsel el. oplysning om ulykke, fare e.l. i form af fx et ringesignal el. en opringning	advarsel		{advarsel_1}	1	21001767	11001161	39098
1	sb.	alarm	alarmeret tilstand, opstandelse	tilstand		{tilstand_1_1}	1.a	21001771	11001161	25453
6	sb.	alarm	apparat der udsender et signal i tilfælde af indbrud, brand el. anden fare	apparat		{apparat_1}	2	21001768	11001161	2170
1	sb.	alarm	mekanisme der alarmerer	mekanisme		{fornemmelse_1_1}	2.a	21001772	11001161	69411
3	sb.	alarm	uro, postyr	uro	sejt slim	{hændelse_1}	3	21001769	11001161	69409
1	sb.	alarm	et urs vækkefunktion i form af en høj lyd	vækkefunktion	"hyggelig sludder;lille sludder;få sig en sludder;tak for sludderen"	{lyd_1}	4	21001770	11001161	69410
2	sb.	albue	led der markerer overgangen mellem overarm og underarm	led	"forfærdeligt sludder;det rene sludder;sludder og vrøvl"	{led,1_1}	1	21001798	11001177	4106
1	sb.	albue	den del af et langt ærme der dækker albuen	del	"i slutningen af 70'erne;i slutningen af forrige århundrede;hen imod slutningen;begyndelse og slutning;ugens slutning;årets slutning"	{del_1}	1.a	21001799	11001177	41037
0	sb.	album	bog el. hæfte til opbevaring af en samling af fx frimærker, fotografier, mønter el. glansbilleder	bog	"overraskende slutning;lykkelig slutning;bogens slutning"	{hæfte,1_1}	1	21001808	11001183	7746
8	sb.	album	musikudgivelse bestående af en række numre, typisk med en samlet spilletid på knap en time	musikudgivelse	"ved redaktionens slutning;krigens slutning"	{udgivelse_2}	2	21001809	11001183	70364
1	sb.	album	stort tegneseriehæfte der er limet i ryggen	tegneseriehæfte	drage en slutning		3	21001810	11001183	
23	sb.	alder	den periode nogen el. noget har eksisteret	periode		"{periode_1; tid_1; tidsrum_1}"	1	21001818	11001190	20818
7	sb.	alder	afsnit af et menneskes levetid	afsnit		{afsnit_4}	1.a	21001820	11001190	49043
10	sb.	alder	lang levetid	levetid			1.b	21001821	11001190	
3	sb.	alder	periode i historien med særlige kendetegn	periode		"{periode_1; tid_1; tidsrum_1}"	2	21001819	11001190	20819
6	sb.	alderdom	den del af livet hvor man er blevet gammel	del	"mødrene fædrene slægt;være i slægt med"	"{periode_1; tid_1; tidsrum_1}"	1	21001833	11001191	41036
1	sb.	alderdom	det at være gammel	?	være i slægt med		1.a	21001834	11001191	
1	sb.	alderdom	gamle mennesker	mennesker	slægt og venner		1.b	21001835	11001191	
21	adj.	alene	uden tilstedeværelse el. involvering af andre el. andet	tilstedeværelse		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21001875	11001224	78197
6	adj.	alene	ensom	ensom			1.a	21001876	11001224	
9	adv.	alene	udtrykker en begrænsning som udelukker andre muligheder	begrænsning	"fjernere slægtninge;nærmeste slægtning;den eneste slægtning;venner og slægtninge"		1	21001883	11001225	
3	adv.	alene	udtrykker at der er tale om én og kun én mulighed	mulighed			1.a	21001886	11001225	
4	adv.	alene	udtrykker at noget ses isoleret i forhold til et større hele	isoleret			2	21001884	11001225	
2	adv.	alene	udtrykker sammen med	mulighed			3	21001885	11001225	
4	sb.	alkohol	farveløs, letantændelig væske som er en organisk forbindelse af typen alifatisk hydroxyforbindelse, og som findes i berusende drikke	væske		"{væde,1_1; væske,1_1}"	1	21001936	11001276	13676
2	sb.	alkohol	drik der indeholder stoffet alkohol og virker berusende	drik		"{drik_1; drikkelse_1; drikkevare_1}"	2	21001937	11001276	1502
2	sb.	alkohol	enhver organisk forbindelse af typen alifatisk hydroxyforbindelse	forbindelse	binde en sløjfe	{stof_1}	3	21001938	11001276	17618
2	adj.	alkoholfri	uden indhold af stoffet alkohol	indhold	rød sløjfe		1	21001943	11001282	
1	adj.	alkoholfri	uden tilstedeværelse el. indflydelse af drikke der indeholder stoffet alkohol	tilstedeværelse		"{beskaffenhed_1; egenskab_1; side_7_1}"	2	21001944	11001282	78081
11	adv.	allerede	tidligere end nu, tidligere end et tidspunkt i fortiden el. fremtiden der fremgår af sammenhængen	tidlig			1	21001984	11001322	
11	adv.	allerede	tidligere el. hurtigere end man forventer el. ønsker	tidligere			1.a	21001986	11001322	
3	adv.	allerede	bruges for at understrege at en enkelt omstændighed alene er tilstrækkelig i en bestemt sammenhæng, fx ved at have en bestemt karakter el. virkning	understrege			2	21001985	11001322	
9	adv.	alligevel	modsat det forventede, aftalte e.l.	modsat			1	21002034	11001353	
2	adv.	alligevel	bruges forstærkende for at udtrykke overraskelse, forargelse e.l.	forstærke			1.a	21002036	11001353	
1	adv.	alligevel	under alle omstændigheder, uanset hvad	omstændighed	"sort slør;bære slør;gå med slør"		2	21002035	11001353	
1	adv.	alligevel	bruges som begrundelse el. argument for noget	begrunde	hat med slør		2.a	21002037	11001353	
2	sb.	alt	kvinde- el. drengestemme i dybt sangleje	kvindestemme	glemselens slør		1	21002122	11001415	
1	sb.	alt	kvinde el. dreng der synger altstemme	kvinde		"{dreng_1}|{dame_1; damemenneske_1; fruentimmer_1; hunkøn_1_2; kvinde_1; kvindemenneske_1}"	2	21002123	11001415	"3913;77782"
9	adv.	alt	bruges forstærkende foran adverbium, præposition el. konjunktion: ganske, lige, netop	forstærkende	"syrlig smag;pikant smag;bitter smag;fin smag;dejlig smag;frisk smag;kraftig i smagen;smag og konsistens;smag og lugt;farve og smag;give få smag"		1	21002124	11001417	
2	adv.	alt	tidligere end forventet	tidligere	"personlig smag;efter min smag;ikke lige være min smag;have samme smag"		2	21002125	11001417	
1	sb.	alter	bord, forhøjning e.l. hvor centrale ritualer i en religiøs kult udføres, især ofringer	bord	"dårlig god smag;publikums smag;tidens smag;med uden smag"	{bord_1}	1	21002134	11001425	11792
1	sb.	alter	sted som har så stor betydning at det minder om religiøs tilbedelse	sted			1.a	21002136	11001425	
1	sb.	alter	sted i en kristen kirke hvor præsten forretter den del af gudstjenesten som ikke er prædiken, og hvor vigtige religiøse handlinger udføres, fx nadver og vielse	sted		{sted_1}	2	21002135	11001425	1819
5	adv.	altid	gældende el. til stede hele tiden, til alle tider	gælde			1	21002160	11001443	
1	adv.	altid	gennem et langt tidsrum i fortiden	tidsrum			1.a	21002163	11001443	
